"","gq6_1","gq6_2","gq6_3","gq6_4","gq6_5","gq6_6","gac_1","gac_2","gac_3","losd_1","losd_2","losd_3","losd_4","losd_5","losd_6","sa_1","sa_2","sa_3","sa_4","sa_5","sa_6","ao_1","ao_2","ao_3","ao_4"
"830",7,5,7,7,7,2,3,3,4,7,7,8,9,9,7,6,5,7,9,7,9,8,8,6,6
"831",7,4,4,1,4,4,3,4,3,5,5,9,9,9,9,6,5,1,5,1,5,5,5,5,5
"832",5,5,6,5,4,4,2,2,2,6,7,8,5,8,7,3,2,5,2,7,5,7,7,6,5
"834",7,7,7,7,7,7,5,5,5,3,8,8,2,5,7,6,5,6,6,7,8,9,8,7,8
"835",6,6,4,5,7,3,4,3,3,6,8,8,7,8,8,5,5,4,2,7,8,8,3,5,8
"836",4,5,5,5,5,5,2,1,1,5,4,5,5,5,4,3,3,3,3,5,5,7,5,6,5
"837",7,7,7,7,7,2,4,5,4,8,5,5,7,8,4,7,6,7,8,8,9,8,9,9,8
"838",7,7,7,7,6,2,3,3,4,9,8,5,8,9,9,6,3,8,3,9,9,5,8,8,9
"840",7,7,7,6,7,3,5,5,5,9,6,9,1,9,4,9,9,9,9,9,9,9,9,9,9
"841",5,4,4,6,6,5,3,3,3,7,7,6,5,5,5,3,4,5,5,5,5,3,8,4,5
"842",5,5,3,5,7,5,3,3,4,6,8,8,4,3,3,1,3,5,8,1,8,3,4,4,9
"843",7,7,7,7,7,7,5,5,5,9,9,9,9,9,9,7,7,9,8,9,9,7,8,9,9
"844",6,6,6,5,6,4,4,4,4,8,5,4,6,8,4,6,6,8,3,9,8,6,7,8,7
"845",5,6,4,4,5,5,1,3,4,2,5,2,3,2,6,3,6,2,9,1,5,1,9,5,3
"846",7,7,7,7,7,7,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"847",7,6,7,7,7,2,3,4,4,9,4,3,7,9,5,5,5,9,5,9,9,8,5,5,9
"848",6,6,5,6,6,6,3,3,3,4,7,5,7,3,5,3,5,4,8,7,5,3,4,4,6
"850",6,6,6,7,6,1,3,5,5,5,3,5,5,2,3,7,9,1,1,5,9,5,6,5,8
"851",7,7,7,7,7,5,5,5,5,8,9,5,9,9,6,2,5,5,5,2,5,7,8,7,7
"852",7,6,3,5,6,5,4,5,5,8,6,3,1,2,4,1,1,9,7,8,9,6,7,6,9
"853",6,7,7,6,6,3,4,4,5,4,9,2,8,8,9,3,2,2,1,8,7,3,1,8,8
"854",7,6,6,6,7,6,4,4,5,8,8,8,8,9,8,7,5,5,7,7,9,8,8,9,8
"855",6,6,6,6,6,2,4,4,4,7,8,8,7,7,8,8,8,5,7,7,7,7,6,7,6
"856",7,7,7,6,6,7,5,5,5,7,9,9,9,9,9,4,5,5,7,6,7,7,8,6,6
"857",7,6,7,7,6,2,4,4,4,8,7,9,4,8,3,3,1,5,5,6,9,9,6,5,6
"858",6,6,6,6,6,2,3,5,5,7,7,9,5,9,5,5,5,7,5,9,7,7,7,7,9
"859",6,6,7,7,7,5,5,5,5,7,4,1,5,9,1,6,7,9,9,9,9,9,8,7,8
"860",7,7,7,6,7,7,5,5,4,7,9,9,7,9,9,3,3,7,9,7,9,9,7,9,9
"861",6,6,4,6,6,2,1,3,3,7,9,9,7,7,7,1,1,3,4,7,7,7,7,7,7
"862",5,5,6,5,5,6,2,3,4,7,8,4,5,7,7,5,6,5,5,6,5,7,6,7,6
"863",6,6,4,4,4,4,3,4,3,7,5,7,7,7,5,5,1,1,5,5,5,5,6,5,5
"864",7,7,7,4,7,4,5,5,4,9,5,9,9,9,5,7,9,1,1,5,9,3,8,9,5
"865",7,7,7,6,7,5,5,5,5,9,9,8,9,9,7,5,9,9,9,7,8,9,8,7,9
"866",6,5,6,4,7,5,5,4,3,7,7,7,5,5,6,8,7,7,5,7,9,5,6,9,7
"867",6,6,7,6,3,6,5,3,5,9,8,9,9,9,9,6,7,5,7,7,9,5,7,4,8
"868",5,5,6,5,5,6,5,4,5,7,5,5,1,7,4,5,5,8,3,8,9,9,6,5,8
"869",7,7,6,6,7,6,4,4,4,5,5,6,6,6,5,5,9,5,8,7,9,9,5,7,5
"870",5,5,4,2,2,4,4,4,5,5,8,9,7,9,9,1,1,1,3,5,3,7,5,5,6
"871",5,4,3,3,5,5,5,5,4,4,5,2,5,4,5,2,2,5,4,7,7,6,3,6,8
"872",4,4,4,4,5,3,4,4,4,7,4,5,5,4,3,7,5,5,1,5,8,8,6,6,6
"873",5,3,2,2,3,4,3,1,2,3,3,4,1,1,3,2,2,2,2,5,3,6,5,2,2
"874",6,5,6,5,6,4,5,5,2,5,6,6,5,1,2,5,7,2,5,9,9,6,6,6,9
"875",6,6,6,5,6,5,4,4,4,7,7,7,7,4,6,9,8,9,8,8,8,7,7,7,6
"876",6,7,7,6,7,6,3,3,3,8,8,6,9,9,8,7,6,8,7,7,7,8,8,7,7
"877",6,6,6,6,6,4,4,3,3,9,8,8,9,9,6,3,1,1,4,9,9,9,5,5,9
"878",6,6,4,6,6,4,3,4,4,7,4,5,5,5,5,9,6,7,6,7,9,8,8,7,7
"879",5,4,5,5,5,5,3,3,4,5,7,7,4,5,4,3,7,7,3,8,9,8,6,8,7
"880",4,3,3,5,6,5,4,3,4,3,8,3,3,5,3,5,5,7,5,7,7,3,7,7,5
"881",7,7,7,7,6,6,1,5,5,8,9,7,9,9,9,6,7,7,7,7,9,9,9,9,9
"882",6,5,6,6,6,3,3,3,4,6,5,2,5,7,3,5,6,7,7,8,9,9,8,7,9
"883",4,3,4,4,6,3,3,2,3,6,7,8,5,6,6,5,7,9,4,9,5,8,7,5,7
"884",4,4,5,4,5,6,3,3,5,7,5,6,7,9,5,3,3,8,5,7,3,5,7,8,7
"887",7,7,3,7,7,1,5,5,5,9,9,5,5,9,5,5,5,5,9,9,9,1,9,5,9
"888",6,6,3,6,5,3,2,3,3,5,5,5,3,4,5,8,7,7,1,7,5,8,9,7,9
"889",7,7,5,6,7,6,3,5,5,7,6,8,8,5,6,7,8,9,9,9,6,3,6,6,7
"890",7,7,7,7,7,7,5,5,5,8,8,9,9,9,4,9,9,9,9,9,9,7,8,8,9
"891",7,7,7,7,7,7,5,5,5,9,9,9,9,7,7,5,1,1,7,9,9,7,7,7,9
"892",6,5,6,2,7,1,2,2,2,7,9,9,9,9,9,6,3,8,8,9,6,9,9,5,5
"893",7,6,7,7,6,4,4,4,4,9,5,7,9,9,6,3,1,5,3,5,4,9,7,8,9
"894",6,5,6,5,6,3,3,4,4,9,7,7,5,7,6,7,7,8,3,8,5,9,8,8,7
"895",7,6,7,4,7,5,5,5,5,8,7,9,9,9,7,3,1,7,7,7,7,7,6,8,7
"896",5,4,5,4,3,4,3,3,3,7,6,7,6,9,5,6,5,5,2,6,5,5,5,5,5
"897",1,3,6,3,4,3,2,2,4,1,8,7,1,4,9,4,1,8,4,3,6,3,2,4,2
"898",7,7,7,3,6,4,5,5,5,9,8,8,9,9,7,6,5,6,9,9,9,6,4,5,6
"899",7,7,7,4,6,5,5,5,5,9,9,9,9,9,6,5,8,6,6,7,9,9,7,4,8
"900",7,6,7,5,4,4,4,5,5,8,5,7,7,6,6,5,3,5,8,6,9,6,5,6,5
"901",7,7,7,7,7,6,5,5,5,8,7,9,9,5,8,6,5,5,6,9,9,9,6,9,8
"902",7,7,6,6,6,5,5,5,4,9,7,7,6,7,7,7,5,7,7,7,9,9,9,7,7
"903",6,6,4,3,2,6,5,5,4,5,7,5,6,8,4,8,4,3,9,6,9,7,6,5,5
"904",5,5,3,5,5,4,3,3,3,6,4,5,3,8,2,2,7,2,5,6,9,7,8,6,6
"905",7,7,7,7,7,4,5,5,5,9,8,8,5,9,8,7,5,5,5,9,9,5,9,9,9
"906",3,3,7,3,5,5,3,3,3,7,6,6,5,8,6,3,5,3,5,5,5,6,7,3,6
"907",7,7,6,7,7,6,5,5,5,9,9,9,8,9,8,5,6,6,7,8,9,7,7,9,9
"910",7,7,7,4,7,3,4,5,4,9,7,5,5,7,5,8,9,9,8,8,9,9,8,5,5
"911",6,4,4,4,4,4,3,3,3,7,3,4,5,3,5,1,5,1,5,9,7,7,9,9,8
"912",6,5,6,6,6,4,5,5,5,7,5,4,7,5,3,5,2,5,5,5,8,6,5,5,5
"913",6,4,5,4,3,4,2,3,3,5,6,5,3,4,4,2,5,3,5,6,7,7,3,3,5
"914",6,6,5,6,6,3,4,4,5,8,4,6,3,5,1,8,5,8,5,9,9,7,6,7,9
"915",5,5,4,5,5,5,3,3,3,6,7,5,8,8,6,3,4,6,2,6,6,6,7,5,7
"916",7,6,6,6,7,5,5,5,5,6,6,5,8,6,7,3,6,3,2,9,9,5,8,8,9
"917",6,5,6,5,6,3,3,3,3,7,7,5,5,6,6,2,2,2,3,6,6,8,5,5,6
"918",6,5,6,4,4,5,3,3,3,7,7,7,8,7,7,2,4,5,5,7,9,5,3,5,7
"919",7,7,7,7,6,6,3,3,5,9,8,7,9,9,9,5,5,5,1,6,9,8,5,4,7
"920",5,4,5,4,4,6,3,2,3,5,6,6,4,5,5,6,6,3,5,4,6,5,6,4,3
"921",3,4,7,2,5,1,1,3,2,5,8,3,3,2,5,3,1,1,3,5,6,3,5,3,2
"923",6,6,3,3,7,3,5,4,5,8,8,8,5,8,8,5,6,8,7,7,8,5,8,3,7
"924",7,7,7,6,7,5,5,5,5,9,8,8,8,9,4,7,5,7,8,9,9,5,7,7,9
"926",4,3,6,1,4,6,2,3,2,7,8,8,8,5,6,3,1,4,2,3,5,7,3,2,2
"927",6,4,3,5,4,2,1,1,1,3,6,5,2,4,5,5,6,9,6,8,4,6,3,5,6
"928",7,7,6,7,7,1,5,5,5,5,7,8,9,9,7,2,6,7,6,9,9,2,9,8,9
"929",6,6,6,7,7,2,5,5,4,8,5,9,7,8,7,5,5,7,5,9,9,9,8,9,9
"930",6,6,6,7,5,4,4,4,4,3,4,3,7,9,5,1,2,4,5,8,5,9,8,5,7
"931",7,6,7,6,7,4,2,2,3,7,5,7,8,8,5,4,1,5,5,5,7,8,7,5,9
"932",5,4,6,4,7,7,4,3,4,8,9,6,9,9,8,1,5,5,4,7,9,9,6,7,7
"933",7,6,7,7,7,1,5,5,5,6,5,5,7,9,8,4,4,7,6,6,9,5,7,5,9
"934",7,7,6,7,4,7,4,4,4,9,8,9,9,9,9,3,7,7,7,6,9,9,9,8,9
"935",6,5,6,4,6,3,2,2,2,8,5,4,7,8,6,6,6,7,5,6,5,7,5,7,7
"936",7,6,6,4,5,3,4,3,2,7,8,6,1,1,1,2,9,9,9,9,9,7,9,9,9
"937",6,5,6,5,6,4,2,3,2,5,1,1,3,4,2,5,6,7,7,6,7,6,9,3,5
"938",6,5,5,6,5,2,3,3,3,5,9,8,9,9,7,3,2,5,5,5,5,8,5,5,5
"939",7,6,6,5,5,6,4,4,4,7,7,5,8,8,6,5,5,8,7,7,9,7,7,6,5
"940",5,4,6,2,6,6,3,3,3,7,9,7,8,9,8,6,6,9,8,8,9,3,6,5,7
"941",6,6,7,5,7,3,2,4,2,9,8,7,9,9,8,5,8,8,7,8,8,8,7,9,8
"942",7,6,6,6,7,4,3,3,3,4,9,9,9,9,6,1,1,9,6,8,9,9,7,5,7
"943",7,7,5,6,6,3,4,5,5,8,4,5,3,8,7,8,9,8,7,9,9,7,9,8,8
"944",4,4,4,4,4,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"945",4,4,4,4,4,4,2,3,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"947",5,4,5,4,4,4,4,2,1,5,5,4,5,5,7,2,6,7,5,7,7,3,5,5,9
"948",7,7,7,4,6,3,5,5,5,8,3,3,3,2,3,2,4,8,5,7,9,9,9,9,8
"949",6,6,6,5,5,6,3,4,3,5,7,7,7,7,7,1,3,3,6,6,7,7,7,4,6
"950",4,4,4,5,6,2,1,2,2,2,5,3,2,5,2,5,5,8,3,9,7,2,3,6,9
"951",7,7,7,6,7,1,5,5,5,8,9,7,9,9,7,7,5,8,7,9,9,8,9,6,9
"952",3,4,4,5,5,4,3,4,3,7,5,5,6,7,4,5,3,6,4,5,8,3,5,5,6
"953",6,4,6,4,5,2,3,3,2,5,7,3,3,5,5,1,5,7,9,9,9,5,6,7,8
"954",5,6,6,5,6,4,5,4,5,8,9,9,9,8,8,6,4,4,5,6,7,8,7,8,5
"955",7,7,7,6,6,3,3,3,3,9,8,8,8,8,8,2,1,2,9,9,9,9,9,8,9
"956",6,6,4,4,5,5,3,3,3,7,7,9,8,9,7,2,1,1,5,6,9,7,5,8,7
"957",6,5,3,4,7,4,4,3,4,7,6,4,7,5,4,4,5,4,3,5,8,5,3,6,6
"958",6,6,6,7,7,6,5,5,5,5,6,3,4,2,4,8,8,7,6,9,9,9,8,7,9
"959",7,7,6,6,7,4,4,5,4,5,4,3,4,2,5,3,2,9,5,5,9,9,9,6,7
"960",7,7,7,6,7,3,5,5,4,9,7,8,8,9,7,7,2,9,6,7,9,7,9,7,9
"961",6,6,6,6,6,4,3,3,3,8,8,6,9,8,5,6,5,7,3,7,8,7,7,6,6
"962",7,7,7,7,7,1,5,3,4,7,8,6,4,7,7,8,9,6,7,9,9,5,8,7,9
"963",6,6,3,6,6,2,2,4,4,7,7,6,9,9,9,6,1,1,1,2,1,6,5,5,5
"964",5,5,5,3,5,3,1,3,3,7,5,5,7,5,5,8,6,6,5,6,8,7,6,5,6
"965",5,5,7,5,6,7,3,3,3,7,5,5,2,9,5,2,5,5,9,7,8,3,5,5,7
"966",5,2,4,2,3,6,2,3,2,8,9,7,9,9,8,3,5,3,5,6,7,3,3,5,6
"967",6,2,6,4,3,6,5,5,5,8,5,4,3,4,4,6,5,8,6,7,8,9,5,6,7
"968",7,7,6,7,6,5,3,4,4,8,8,8,8,9,7,5,4,6,8,7,7,9,7,7,8
"969",7,7,7,6,6,6,4,5,5,8,8,9,9,9,8,9,8,9,7,9,8,9,9,8,8
"970",7,6,6,2,7,3,4,5,5,9,4,7,7,3,5,7,6,5,5,7,9,9,6,6,9
"971",7,6,5,6,5,4,5,5,5,9,7,5,5,9,5,9,9,8,6,7,9,7,7,7,7
"972",7,7,7,7,7,3,5,5,4,9,7,9,9,9,7,5,3,9,9,6,9,9,9,9,9
"974",2,2,2,2,4,4,1,2,3,3,3,8,5,9,5,3,3,1,1,9,2,5,5,2,4
"975",7,6,6,5,4,4,5,5,5,7,8,7,7,8,8,6,6,8,6,9,9,3,8,2,9
"976",6,4,6,5,6,4,4,4,4,5,7,5,7,7,5,5,5,5,5,7,7,7,5,7,7
"977",7,7,1,7,7,1,3,3,4,9,7,5,9,7,9,7,7,3,5,7,3,1,5,9,9
"978",7,7,7,4,5,3,3,2,2,9,8,9,8,8,8,9,8,9,6,9,7,5,6,6,6
"979",6,6,7,6,6,6,2,2,3,8,8,8,8,8,8,5,2,8,8,8,8,7,8,8,7
"980",4,3,5,4,5,4,3,2,2,7,5,7,5,5,5,6,3,8,5,7,8,7,5,7,5
"981",6,6,6,7,6,3,4,4,4,7,5,6,7,7,5,6,5,6,6,8,9,5,6,7,9
"982",7,5,6,6,7,2,4,5,4,8,8,4,5,8,6,5,6,8,8,9,9,9,9,8,9
"983",6,5,6,7,6,4,1,1,2,7,8,5,6,5,7,4,1,5,3,9,9,9,6,7,9
"985",6,5,3,6,7,2,3,3,5,7,5,5,5,4,3,3,7,7,7,9,9,5,8,5,8
"986",5,7,6,5,5,6,3,4,3,7,7,1,7,7,4,5,6,5,5,5,7,8,6,8,8
"987",4,4,6,4,4,3,3,5,2,3,9,5,8,7,3,4,1,1,4,1,9,7,6,8,6
"988",6,6,6,5,6,6,4,4,3,9,8,7,5,9,8,6,5,8,6,8,4,8,8,8,8
"989",6,7,6,5,4,6,4,4,5,3,5,5,7,2,2,2,1,5,5,7,9,1,3,7,6
"990",6,5,6,6,6,3,2,2,2,6,6,5,4,8,5,5,2,5,5,6,9,6,6,6,8
"991",5,5,5,5,6,3,3,3,3,4,7,3,5,6,4,8,6,7,7,7,7,7,7,7,7
"992",7,7,7,6,7,6,3,4,4,8,8,7,9,9,7,2,2,2,7,8,9,9,9,9,9
"993",6,6,7,5,6,2,3,3,4,6,7,3,7,7,3,6,5,1,6,6,8,7,7,6,6
"994",4,4,6,6,5,6,2,2,2,5,4,5,7,8,5,7,2,5,2,7,8,8,8,6,8
"995",6,5,6,3,5,5,2,3,2,8,6,4,8,8,4,3,5,1,7,8,8,6,8,3,7
"996",5,5,4,6,6,3,3,2,2,4,4,3,2,3,2,5,8,6,5,9,6,7,6,6,7
"997",5,5,6,4,6,6,3,3,3,7,6,7,8,7,5,5,6,6,6,7,7,6,7,7,8
"999",6,6,6,6,6,3,3,3,3,7,6,6,6,4,4,2,4,5,6,8,9,6,5,6,7
"1000",5,4,4,6,6,4,2,2,3,7,8,8,9,9,6,8,6,7,3,9,7,4,7,5,7
"1001",7,7,7,7,7,7,5,5,5,9,5,7,4,4,5,5,5,5,5,9,9,9,7,9,9
"1002",7,6,7,6,6,6,4,4,5,9,8,7,8,8,7,4,2,6,6,8,9,8,7,7,8
"1003",6,6,6,6,6,6,4,4,4,7,8,7,8,5,5,1,5,6,6,8,9,4,6,7,8
"1004",6,5,6,5,3,6,3,1,2,7,6,4,6,7,2,2,1,4,3,7,5,7,8,4,4
"1005",6,5,6,4,5,6,3,3,3,7,9,4,7,9,8,4,9,7,6,7,8,6,9,8,8
"1006",4,3,4,4,5,4,3,3,2,4,5,5,5,7,6,3,2,4,3,6,5,5,4,3,4
"1007",7,7,7,7,7,3,5,5,5,7,9,3,1,9,9,9,9,9,9,9,9,9,9,7,9
"1008",7,7,7,5,7,5,4,4,4,8,4,5,9,9,9,5,5,9,9,9,9,7,9,8,9
"1009",7,7,4,5,7,1,5,5,5,7,9,9,1,9,9,4,6,7,9,9,9,9,8,9,9
"1010",6,7,7,6,6,1,4,4,4,9,7,6,9,9,8,9,5,9,8,9,9,8,9,7,8
"1011",7,6,6,5,5,6,4,3,3,9,2,7,5,7,8,5,4,6,6,6,7,7,6,6,7
"1012",6,6,6,6,6,6,2,3,3,9,8,9,9,9,5,5,5,5,5,3,9,6,3,3,7
"1013",6,7,7,6,6,4,5,4,5,9,9,4,9,5,9,5,2,9,8,5,9,4,7,4,9
"1014",6,6,7,5,6,7,4,4,5,9,9,9,5,5,5,5,5,3,5,7,9,7,5,9,7
"1015",7,7,7,6,6,4,5,5,5,9,8,8,8,9,9,5,6,7,5,8,9,2,7,7,9
"1016",6,5,4,5,6,4,5,5,5,7,5,5,4,5,5,1,5,1,5,6,5,9,5,5,8
"1017",4,6,4,6,7,6,2,3,4,5,1,2,1,1,3,2,1,1,9,5,5,7,7,7,8
"1018",7,7,7,6,6,5,4,4,4,7,7,8,5,8,8,5,5,6,6,9,8,9,7,8,9
"1019",7,6,7,6,6,7,3,3,5,9,5,6,8,4,7,2,1,2,4,5,9,6,7,7,7
"1020",7,7,7,7,7,4,5,5,4,7,8,7,1,3,7,9,8,9,9,9,9,6,8,6,9
"1021",7,7,7,7,7,7,5,5,5,8,7,7,8,8,5,5,5,7,9,8,7,3,7,7,9
"1022",6,6,6,6,6,3,3,3,4,7,5,5,6,5,6,3,2,3,9,9,1,8,6,3,9
"1023",6,6,6,6,6,1,4,3,4,8,9,5,6,9,6,7,5,6,5,9,8,9,8,5,7
"1024",7,3,3,4,1,2,3,3,4,9,9,1,9,9,7,3,7,1,1,1,1,7,3,1,3
"1025",4,4,2,3,3,2,1,1,1,8,8,9,7,9,9,2,2,5,1,7,5,5,2,1,2
"1026",7,7,6,7,7,7,4,4,4,8,7,7,8,9,7,5,6,7,8,9,8,9,7,7,9
"1027",6,6,6,5,6,4,3,3,3,7,8,6,8,8,5,2,3,6,4,8,7,3,5,5,5
"1029",6,6,6,6,6,2,3,3,3,8,5,3,7,7,4,2,3,7,9,6,9,9,6,8,5
"1030",6,6,5,5,6,4,5,4,5,6,6,3,5,5,4,5,5,5,5,7,9,7,6,6,8
"1031",6,6,6,6,6,3,4,4,4,8,8,5,7,7,7,7,7,8,8,7,8,5,8,6,8
"1032",6,5,6,7,5,2,3,3,4,8,8,4,5,8,7,5,2,2,5,8,8,7,7,7,7
"1033",7,7,7,6,7,5,4,4,5,7,9,8,4,9,5,9,9,7,9,9,9,2,7,8,9
"1034",6,6,7,5,6,5,4,4,4,5,3,7,7,7,3,9,7,7,7,9,9,3,7,5,5
"1035",7,7,7,7,7,7,5,5,5,4,9,5,3,9,4,9,7,8,9,9,9,9,9,9,9
"1036",6,5,3,5,5,3,3,1,2,7,5,7,5,9,3,8,9,6,5,9,9,8,4,3,6
"1037",6,6,7,6,6,3,4,3,3,8,7,8,9,9,7,7,1,1,1,8,9,9,7,7,8
"1038",6,7,6,6,7,4,4,4,4,6,6,7,5,7,7,7,5,5,7,7,8,9,7,7,7
"1039",7,6,7,6,7,6,4,4,4,7,6,7,6,7,5,5,5,5,8,8,9,9,7,8,9
"1040",6,6,6,6,7,2,3,3,3,7,3,7,7,7,3,5,9,7,7,7,7,5,7,7,7
"1042",6,5,3,4,5,2,2,2,2,4,4,6,1,6,4,5,5,6,6,7,9,7,6,4,3
"1043",7,7,7,6,2,5,5,5,5,8,9,8,8,9,8,5,9,9,9,9,9,9,7,8,9
"1044",7,7,7,7,7,3,4,5,4,9,6,4,6,5,4,6,6,7,9,7,9,5,7,6,8
"1045",7,7,7,6,6,6,5,5,5,8,7,9,9,9,7,3,1,3,8,6,9,9,5,7,9
"1046",4,4,6,4,5,6,4,4,4,4,3,4,3,2,4,8,6,7,6,6,6,5,6,8,9
"1047",4,5,4,3,4,4,4,4,3,7,9,4,3,4,4,6,8,5,7,9,9,6,8,4,7
"1048",7,7,6,5,6,4,2,3,4,7,8,5,9,9,5,5,6,9,9,9,9,5,9,9,8
"1049",7,7,7,6,7,3,5,5,4,9,8,9,9,8,8,2,5,5,7,6,6,7,7,9,7
"1050",4,4,5,5,5,4,4,3,4,6,7,4,3,7,4,1,2,2,2,2,6,7,4,6,5
"1051",5,3,6,5,6,3,5,4,5,6,1,3,5,9,5,1,1,1,9,5,9,7,5,5,7
"1052",6,6,7,4,7,6,4,4,4,5,9,7,7,9,7,3,1,9,9,9,9,3,9,7,9
"1053",6,4,4,4,3,5,3,4,5,7,5,5,5,5,5,5,1,7,5,7,7,5,7,5,6
"1054",7,7,7,7,7,3,3,3,3,9,7,9,9,9,8,1,5,5,3,5,7,6,4,2,5
"1055",6,5,5,6,7,4,3,3,3,7,7,6,6,7,5,5,5,5,5,7,9,1,6,7,8
"1056",7,7,7,7,7,7,3,3,3,9,9,8,9,9,9,7,5,6,6,6,9,6,9,7,7
"1057",6,6,6,4,4,4,3,3,1,6,4,8,4,8,5,1,1,5,8,7,9,7,5,7,9
"1058",4,4,4,4,4,4,3,3,3,3,9,5,5,5,5,5,5,5,5,5,5,3,5,5,5
"1059",3,3,3,4,1,7,1,1,1,4,4,4,4,4,4,8,7,7,3,7,3,4,6,1,3
"1060",7,6,7,6,6,4,4,4,4,8,8,8,5,9,9,7,6,9,7,7,8,7,7,6,6
"1061",4,3,4,4,4,3,4,4,4,3,5,3,3,3,4,6,6,7,7,7,7,5,7,6,7
"1062",6,7,6,6,7,3,4,4,4,8,8,9,9,9,8,7,9,6,6,7,6,8,7,8,7
"1063",7,7,7,7,6,5,5,5,5,7,8,4,7,7,8,5,5,7,7,8,9,8,9,8,8
"1064",6,5,6,5,5,5,4,3,3,6,7,7,6,7,7,6,5,5,5,6,7,7,7,6,7
"1065",6,6,6,6,6,4,4,3,4,7,7,7,5,9,5,1,1,7,7,7,7,3,5,3,5
"1066",7,6,6,6,6,6,4,4,4,7,7,5,3,7,5,9,7,9,9,7,9,7,7,7,9
"1067",6,5,6,4,6,6,4,4,4,3,4,7,9,8,3,9,8,9,7,9,9,7,7,6,6
"1068",7,7,7,7,6,4,4,4,5,9,8,5,9,7,8,8,6,9,8,9,8,9,7,7,9
"1069",4,6,4,3,5,3,4,3,2,8,5,7,5,9,6,6,9,4,3,4,9,5,5,5,5
"1070",6,5,6,5,7,4,5,5,5,7,5,5,3,5,4,6,6,8,9,9,9,9,9,9,9
"1071",6,1,2,1,4,4,2,2,2,5,9,9,9,9,9,5,2,2,1,1,8,3,2,2,7
"1072",4,4,4,4,5,5,3,2,3,7,5,4,5,6,3,4,5,2,3,7,6,6,8,7,8
"1073",7,6,6,6,6,4,4,3,3,8,8,8,8,8,7,7,5,6,8,5,9,9,4,4,6
"1074",7,7,7,6,6,6,4,3,4,9,8,8,9,4,9,5,6,3,5,8,8,9,6,6,9
"1075",6,6,6,4,5,5,4,3,3,9,8,8,8,9,8,1,1,8,8,6,9,8,6,8,8
"1076",7,7,6,6,6,3,3,3,3,4,4,5,3,1,2,2,5,3,2,5,8,7,3,1,6
"1077",6,6,4,6,6,5,2,3,4,8,6,3,1,7,2,6,6,6,6,7,9,8,7,7,8
"1078",5,4,4,5,6,3,2,2,3,6,5,5,6,5,5,3,5,5,3,5,4,6,6,5,4
"1079",6,6,6,4,5,4,3,4,4,6,3,6,6,6,3,4,6,7,7,6,7,7,7,5,6
"1080",7,7,4,4,7,2,4,3,2,9,9,5,5,7,8,7,3,6,9,8,9,5,7,8,7
"1082",7,7,7,5,7,2,4,4,3,8,9,9,9,9,9,2,2,5,5,6,6,7,7,6,7
"1083",6,6,6,5,7,6,4,5,5,6,5,4,1,7,5,5,6,7,6,7,8,8,7,6,8
"1084",6,6,6,6,5,6,4,3,4,8,9,8,2,6,9,5,2,5,5,7,9,7,8,8,7
"1085",1,7,7,7,5,2,5,5,4,7,7,8,8,8,9,2,2,2,8,6,9,6,2,2,9
"1086",6,6,6,6,6,2,3,3,3,7,3,2,3,3,3,7,7,7,7,7,7,7,7,7,7
"1087",7,7,7,6,7,3,4,5,5,9,8,8,9,9,8,5,4,5,6,5,9,8,8,8,8
"1089",7,7,7,7,7,6,5,5,5,9,8,9,9,9,9,8,5,7,7,9,9,9,9,7,9
"1091",7,7,7,7,7,2,5,4,4,9,9,9,9,9,9,2,9,9,8,9,9,9,9,9,9
"1092",6,6,6,3,4,3,3,3,2,7,7,7,7,6,6,7,6,5,5,7,5,3,6,5,6
"1093",7,6,6,6,7,4,5,5,5,9,6,7,4,5,7,7,6,7,8,7,7,8,8,9,9
"1094",7,7,7,7,7,6,4,5,5,9,7,7,7,5,8,1,9,9,5,8,9,7,8,7,8
"1095",6,6,2,6,6,3,3,3,4,6,5,3,7,6,4,7,4,6,6,7,8,7,7,6,7
"1096",7,7,7,7,7,2,5,5,5,8,5,5,5,7,5,4,5,7,7,8,9,8,7,8,8
"1097",5,5,3,5,7,3,2,2,2,5,3,6,5,5,3,1,3,5,5,5,8,5,2,5,5
"1098",7,7,5,6,6,6,5,5,5,9,2,8,8,9,7,9,6,2,9,6,9,9,8,9,9
"1099",6,6,6,6,7,6,4,4,3,7,5,8,5,7,3,5,5,5,5,7,9,8,7,9,8
"1100",1,2,5,4,5,2,3,5,4,2,7,4,9,8,4,4,7,9,3,4,7,1,5,8,5
"1101",6,6,7,3,4,2,3,2,3,7,7,6,9,8,8,7,3,1,9,8,1,7,6,2,3
"1103",6,6,6,3,5,4,4,4,4,7,7,8,7,7,8,5,1,5,1,7,6,3,5,6,6
"1104",6,3,3,3,4,5,3,5,3,5,4,3,1,3,3,2,2,1,6,8,9,5,5,5,9
"1106",6,5,6,5,6,4,3,3,3,7,5,6,8,5,5,2,3,3,6,7,9,7,5,7,7
"1107",7,6,7,5,7,7,4,4,5,8,7,3,8,8,8,3,8,9,7,9,9,7,7,7,7
"1108",7,4,2,2,5,5,3,4,5,7,7,9,8,9,3,6,2,1,1,6,9,9,9,8,9
